File ,  Year , Grain1-C  , Shoot1-C  , Root1-C   , Grain2-C  , Shoot2-C  , Root2-C   , Grain3-C  , Shoot3-C  , Root3-C   , CutBiomassC, GrazedBiomassC,Manure-C  , Manure-N  , Fertilizer-N, Litter-C  , Litter-N  , Soil-fixation-N, CropN-from-soil, CropN-from-fixation,dSOC      , Field-CH4 , Field-N2O , Field-NO  , Field-N2  , Field-NH3 , Field-N-leach, Site_name                               , Rainfall  , AveT      , ENDSIN    , Water     , Nitrogen  , CROP      , CROP      ,Total_SOC-30,PET       ,Transp    ,Evap      ,ENDSIN    ,FloweringDay,PodDay    ,MaturityDay1,GrowthStatus,Grain1-N  , Shoot1-N  , Leaf1-N   , Root1-N   ,LAI1      ,Grain2-N  , Shoot2-N  , Leaf2-N   , Root2-N   ,LAI2      ,HarvSIN   ,GermReport,Biomass-Sens1,Biomass-Sens2,Biomass-Sens3,SeedFillDay,GCutNumber,SOC010    ,SOC1020   ,SOC2030   ,SOC3040   ,SOC4050   ,CROP      ,CROP      ,CROP      ,NSTRESS   ,NSTRESS   ,NSTRESS   ,IRRI      ,CROPTStress,PlantDate ,StuntGrowth,SeasPrecip,SeasEvap  ,CO2_Factor,MaxMn     ,cropCHU   ,SeasPET   ,SeasPETKC ,Leach     ,runoff    ,PhotoPeriod,GrassCUT1 ,GrassCUT2 ,GrassCUT3 ,GrassCUT4 ,GrassCUT5 ,GrassCUT6 ,Atmo_N    ,FertN     ,ManureN   ,LitterN   ,Total_InputN,CropN_up  ,Leach_NO3 ,RunOff_N  ,N2O       ,NO        ,N2        ,NH3       ,TotalN_Out,Diff_INOUT,Soil_DSN  ,BALANCE   ,ClimName  ,Clay      ,GS-Prec   ,GS-TEMP   ,GS-N2O    ,NGS1-Prec ,NGS1-TEMP ,NGS1-N2O  ,NGS2-Prec ,NGS2-TEMP ,NGS2-N2O  ,Leach_Water,LeafTemp  
File ,  Year , kgC/ha    , kgC/ha    , kgC/ha    , kgC/ha    , kgC/ha    , kgC/ha    , kgC/ha    , kgC/ha    , kgC/ha    , kgC/ha    , kgC/ha    , kgC/ha    , kgN/ha    , kgN/ha    , kgN/ha    , kgC/ha    , kgC/ha    , kgN/ha    , kgN/ha    , kgC/ha    , kgC/ha    , kgN/ha    , kgN/ha    , kgN/ha    , kgN/ha    , kgN/ha    , Site_name                               , mm        , Degree_C  , kgN/ha    , WaterStress, NStress   , HarvestDay, GrowDays  , mm        , mm        , mm        , mm        , mm        , mm        , mm        , mm        , mm        , mm        , kg N ha   , kg N ha   , kg N ha   , kg N ha   , kg N ha   , kg N ha   , kg N ha   , kg N ha   ,           , kg N ha   , day       , kg  ha    , kg ha     , kg ha     , day       , mm        , kg C ha   , kg C ha   , kg C ha   , kg C ha   , kg C ha   , type#     , type#     , type#     ,           ,           ,           ,           ,           ,           ,          ,mm        ,mm        ,index     ,kgN/ha    ,mm        ,mm        ,mm        ,mm        ,mm        ,          ,kgC/ha    ,kgC/ha    ,kgC/ha    ,kgC/ha    ,kgC/ha    ,kgC/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,kgN/ha    ,File      ,Fract     ,mm        ,oC        ,kgN/ha    ,mm        ,oC        ,kgN/ha    ,mm        ,oC        ,kgN/ha    ,mm        ,oC        
    1,      4,       0.00,    6113.76,      63.53,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,    4079.02,       0.00,    900.00,      69.23,       0.00,    2585.47,      40.66,       4.89,      75.06,       4.89,    581.64,      -0.90,       0.29,       0.14,       0.02,       0.00,       7.00, OttF14WEST                              ,    1042.90,       5.62,      69.48,       1.00,       1.00,    366,      0, 104006.14,    985.56,    262.39,     73.93,     69.48,    0,     0,   366,      0.00,      0.00,       0.00,       0.00,       0.00,      5.70,      0.00,       0.00,       0.00,       0.00,      0.00,      2.02,    3,   1974.78,      0.00,      0.00,    0,    2,  47421.68,  30810.62,  25773.84,  21748.45,  21085.45,   10,    0,    0,      1.00,      0.00,      0.00,      4.27,      0.56,  135,      1.00,    629.00,     19.72,      1.01,     62.10,   1771.95,    755.67,    741.55,    504.45,    203.47,      0.00,   2027.48,   2051.54,      0.00,      0.00,      0.00,      0.00,     26.07,      0.00,     69.23,     40.66,    135.96,     75.06,      7.00,      8.53,      0.29,      0.14,      0.02,      0.00,     91.05,     44.91,     44.87,      0.04,OTT1993.txt-4.day,      0.31,    490.40,     15.46,      0.20,    400.30,     -5.07,      0.08,    152.20,     -3.03,      0.01,    504.45,    -13.21
    1,     31,     767.81,     731.02,     287.65,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,      0.00,       0.00,       0.00,    1244.33,      25.67,      36.49,     109.58,      36.49,  -3480.20,      -1.26,       0.58,       0.54,       0.06,       0.00,      90.05, OttF14WEST                              ,     862.40,       7.67,      92.03,       1.00,       1.00,    293,    138, 103211.87,   1056.48,    174.22,    102.92,     92.03,    0,     0,   266,      1.00,    126.78,       5.57,       5.57,       8.14,      1.62,      0.00,       0.00,       0.00,       0.00,      0.00,     99.43,    2,      0.00,      0.00,      0.00,    0,    0,  37438.61,  37414.31,  28358.95,  21855.06,  20638.86,    3,    0,    0,      1.00,      0.00,      0.00,      0.00,      0.45,  156,      1.00,    352.80,     22.72,      1.10,    413.68,   1747.62,    609.69,    515.34,    479.54,    106.19,      1.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,     21.56,      0.00,      0.00,     25.67,     47.23,    109.58,     90.05,      0.38,      0.58,      0.54,      0.06,      0.00,    201.19,   -153.96,   -153.96,      0.00,OTT2020.txt-31.day,      0.31,    459.10,     16.21,      0.31,    278.50,     -1.82,      0.22,    124.80,      0.56,      0.05,    479.54,      0.00
    1,     34,    4695.61,    4206.93,    1577.60,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,      0.00,       0.00,     170.00,    7507.88,     120.07,       0.00,     202.00,       0.00,   3226.39,      -1.11,       0.32,       0.54,       0.07,       0.00,      32.04, OttF14WEST                              ,    1003.80,       7.96,      28.57,       1.00,       1.00,    324,    180, 110047.78,    984.37,    236.11,     87.50,     28.57,  199,     0,   268,      1.00,    116.19,      32.03,      32.03,      20.82,      6.90,      0.00,       0.00,       0.00,       0.00,      0.00,     23.30,    3,      0.00,      0.00,      0.00,    0,    0,  40463.87,  40448.04,  29135.88,  22140.21,  20751.89,    1,    0,    0,      1.00,      0.00,      0.00,      0.00,      0.88,  145,      1.00,    536.10,     37.36,      1.11,    237.16,   1909.95,    638.97,    539.26,    574.83,    129.54,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,     25.09,    170.00,      0.00,    120.07,    315.17,    202.00,     32.04,      0.57,      0.32,      0.54,      0.07,      0.00,    235.53,     79.63,     79.64,     -0.01,OTT2023.txt-34.day,      0.31,    565.50,     16.81,      0.25,    316.40,     -1.29,      0.05,    121.90,     -0.53,      0.01,    574.83,      0.00
    1,      5,       0.00,    6504.72,      42.30,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,    4061.11,       0.00,    900.00,      69.23,       0.00,    3125.35,      47.56,       5.18,      79.78,       5.18,    914.59,      -0.86,       0.40,       0.18,       0.01,       0.00,       7.94, OttF14WEST                              ,     945.20,       5.66,      56.47,       1.00,       1.00,    366,      0, 105043.70,   1002.75,    276.20,     82.53,     56.47,    0,     0,   366,      0.00,      0.00,       0.00,       0.00,       0.00,      5.68,      0.00,       0.00,       0.00,       0.00,      0.00,      2.03,    3,   2503.46,      0.00,      0.00,    0,    2,  48544.56,  30758.07,  25741.08,  21730.20,  21057.04,   10,    0,    0,      1.00,      0.00,      0.00,      4.27,      0.60,  135,      1.00,    661.90,     28.39,      1.01,     62.21,   1952.60,    766.39,    716.05,    443.80,    170.01,      0.00,   2046.26,   2014.85,      0.00,      0.00,      0.00,      0.00,     23.63,      0.00,     69.23,     47.56,    140.42,     79.78,      7.94,      5.33,      0.40,      0.18,      0.01,      0.00,     93.64,     46.79,     46.76,      0.03,OTT1994.txt-5.day,      0.31,    549.20,     15.76,      0.33,    270.90,     -6.68,      0.03,    125.10,     -0.51,      0.04,    443.80,    -14.49
    1,     32,    4686.33,    4205.44,    1577.04,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,      0.00,       0.00,     154.00,    6957.26,     100.42,       0.00,     241.10,       0.00,   4054.30,      -1.28,       0.43,       0.64,       0.07,       0.00,      40.86, OttF14WEST                              ,     817.30,       8.11,      57.96,       0.99,       1.00,    314,    175, 107081.66,   1053.52,    263.16,    117.83,     57.96,  192,     0,   254,      1.00,    154.72,      32.04,      32.04,      20.83,      7.06,      0.00,       0.00,       0.00,       0.00,      0.00,     56.46,    2,      0.00,      0.00,      0.00,    0,    0,  39214.20,  39217.19,  28650.27,  21976.32,  20691.28,    1,    0,    0,      1.00,      0.00,      0.00,      0.00,      0.89,  140,      1.00,    487.40,     44.90,      1.10,    282.99,   1891.30,    705.17,    654.43,    361.48,     95.75,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,     20.43,    154.00,      0.00,    100.42,    274.85,    241.10,     40.86,      0.36,      0.43,      0.64,      0.07,      0.00,    283.46,     -8.60,     -8.60,     -0.01,OTT2021.txt-32.day,      0.31,    505.00,     17.31,      0.21,    199.10,     -1.39,      0.18,    113.20,     -0.92,      0.03,    361.48,      0.00
    1,      6,       0.00,    6351.84,      49.08,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,    4039.36,       0.00,    900.00,      69.23,       0.00,    2953.74,      45.28,       5.10,      78.40,       5.10,    550.31,      -0.86,       0.72,       0.20,       0.04,       0.00,       7.93, OttF14WEST                              ,    1014.10,       6.02,      67.56,       1.00,       1.00,    366,      0, 105760.25,   1086.73,    290.24,     89.11,     67.56,    0,     0,   366,      0.00,      0.00,       0.00,       0.00,       0.00,      5.66,      0.00,       0.00,       0.00,       0.00,      0.00,      2.03,    3,   2339.36,      0.00,      0.00,    0,    2,  49353.45,  30707.49,  25699.31,  21698.83,  21016.41,   10,    0,    0,      1.00,      0.00,      0.00,      4.27,      0.56,  135,      1.00,    736.30,     32.45,      1.02,     62.41,   1910.80,    824.72,    889.38,    333.33,    207.09,      0.00,   2035.89,   2003.47,      0.00,      0.00,      0.00,      0.00,     25.35,      0.00,     69.23,     45.28,    139.86,     78.40,      7.93,      5.43,      0.72,      0.20,      0.04,      0.00,     92.71,     47.15,     47.09,      0.06,OTT1995.txt-6.day,      0.31,    598.50,     15.99,      0.59,    245.80,     -3.18,      0.08,    169.80,     -5.96,      0.06,    333.33,     -8.27
    1,     33,    1865.31,    2102.26,     764.46,       0.00,    1338.99,     318.01,       0.00,       0.00,       0.00,       0.00,       0.00,      0.00,       0.00,      78.00,    4760.29,     139.82,       6.59,     217.33,       6.59,    -36.19,      -1.05,       0.56,       0.43,       0.04,       0.00,      21.98, OttF14WEST                              ,    1012.00,       7.08,      10.25,       1.00,       1.00,    237,    105, 107009.47,   1059.44,    277.10,    139.48,     10.25,  172,     0,   208,      1.00,    102.60,      20.81,      20.81,      12.61,      4.43,      0.00,      26.51,      26.51,      10.49,      2.98,     58.78,    3,      0.00,      0.00,      0.00,    0,    0,  40022.72,  38315.60,  28671.15,  22027.06,  20701.46,    6,   47,    0,      1.00,      0.95,      0.00,      0.00,      0.94,  133,      1.00,    462.50,     39.74,      1.11,    181.49,   1153.24,    546.66,    494.51,    392.77,    162.04,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,     25.30,     78.00,      0.00,    139.82,    243.12,    217.33,     21.98,      0.49,      0.56,      0.43,      0.04,      0.00,    240.82,      2.30,    -22.94,     25.24,OTT2022.txt-33.day,      0.31,    593.20,     16.62,      0.46,    248.10,     -4.30,      0.09,    170.70,      0.69,      0.01,    392.77,      0.00
    1,      7,       0.00,    6559.39,      56.06,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,    4053.44,       0.00,    900.00,      69.23,       0.00,    3090.47,      46.95,       5.30,      81.52,       5.30,    743.84,      -0.86,       0.36,       0.19,       0.03,       0.00,       8.77, OttF14WEST                              ,     912.80,       6.12,      55.38,       1.00,       1.00,    366,      0, 106648.12,    984.26,    268.95,     86.32,     55.38,    0,     0,   366,      0.00,      0.00,       0.00,       0.00,       0.00,      5.61,      0.00,       0.00,       0.00,       0.00,      0.00,      2.03,    3,   2478.12,      0.00,      0.00,    0,    2,  50330.33,  30655.49,  25662.30,  21675.71,  20979.68,   10,    0,    0,      1.00,      0.00,      0.00,      4.27,      0.57,  135,      1.00,    608.60,     23.39,      1.02,     62.51,   1977.00,    746.84,    764.07,    458.82,    159.91,      0.00,   2032.22,   2021.23,      0.00,      0.00,      0.00,      0.00,     22.82,      0.00,     69.23,     46.95,    139.00,     81.52,      8.77,      2.53,      0.36,      0.19,      0.03,      0.00,     93.39,     45.60,     45.56,      0.04,OTT1996.txt-7.day,      0.31,    493.50,     15.94,      0.22,    257.70,     -5.07,      0.12,    161.60,     -1.46,      0.03,    458.82,    -13.47
    1,     34,    4695.61,    4206.93,    1577.60,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,      0.00,       0.00,     170.00,    7507.88,     120.07,       0.00,     202.00,       0.00,   3226.39,      -1.11,       0.32,       0.54,       0.07,       0.00,      32.04, OttF14WEST                              ,    1003.80,       7.96,      28.57,       1.00,       1.00,    324,    180, 110047.78,    984.37,    236.11,     87.50,     28.57,  199,     0,   268,      1.00,    116.19,      32.03,      32.03,      20.82,      6.90,      0.00,       0.00,       0.00,       0.00,      0.00,     23.30,    3,      0.00,      0.00,      0.00,    0,    0,  40463.87,  40448.04,  29135.88,  22140.21,  20751.89,    1,    0,    0,      1.00,      0.00,      0.00,      0.00,      0.88,  145,      1.00,    536.10,     37.36,      1.11,    237.16,   1909.95,    638.97,    539.26,    574.83,    129.54,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,     25.09,    170.00,      0.00,    120.07,    315.17,    202.00,     32.04,      0.57,      0.32,      0.54,      0.07,      0.00,    235.53,     79.63,     79.64,     -0.01,OTT2023.txt-34.day,      0.31,    565.50,     16.81,      0.25,    316.40,     -1.29,      0.05,    121.90,     -0.53,      0.01,    574.83,      0.00
    1,      8,       0.00,    6575.72,      49.24,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,    4073.63,       0.00,    900.00,      69.23,       0.00,    3140.95,      47.53,       5.36,      82.48,       5.36,    996.95,      -0.83,       0.29,       0.13,       0.02,       0.00,       1.79, OttF14WEST                              ,     836.20,       5.09,      54.91,       1.00,       1.00,    366,      0, 107791.13,   1008.47,    304.04,     76.37,     54.91,    0,     0,   366,      0.00,      0.00,       0.00,       0.00,       0.00,      5.69,      0.00,       0.00,       0.00,       0.00,      0.00,      2.03,    3,   2530.16,      0.00,      0.00,    0,    2,  51531.35,  30627.43,  25632.35,  21645.79,  20945.88,   10,    0,    0,      1.00,      0.00,      0.00,      4.27,      0.54,  135,      1.00,    444.20,     14.55,      1.02,     62.72,   1786.79,    772.45,    791.00,    274.87,    197.50,      0.00,   2024.35,   2049.27,      0.00,      0.00,      0.00,      0.00,     20.91,      0.00,     69.23,     47.53,    137.66,     82.48,      1.79,      5.51,      0.29,      0.13,      0.02,      0.00,     90.22,     47.45,     47.41,      0.04,OTT1997.txt-8.day,      0.31,    396.90,     14.61,      0.17,    326.10,     -5.11,      0.06,    113.20,     -3.54,      0.06,    274.87,    -18.89
    1,      9,       0.00,    6649.13,      56.05,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,    4124.38,       0.00,    900.00,      69.23,       0.00,    3164.04,      48.35,       5.34,      82.09,       5.34,    115.53,      -1.01,       0.63,       0.23,       0.03,       0.00,       9.95, OttF14WEST                              ,     874.70,       8.31,      59.35,       1.00,       1.00,    366,      0, 108133.84,   1094.14,    280.89,     56.82,     59.35,    0,     0,   366,      0.00,      0.00,       0.00,       0.00,       0.00,      5.71,      0.00,       0.00,       0.00,       0.00,      0.00,      2.03,    3,   2518.74,      0.00,      0.00,    0,    2,  52013.31,  30554.80,  25565.72,  21599.18,  20890.76,   10,    0,    0,      1.00,      0.00,      0.00,      4.27,      0.62,  135,      1.00,    526.10,     25.77,      1.03,     62.92,   1962.00,    788.79,    765.05,    431.31,    126.29,      0.00,   2068.25,   2056.13,      0.00,      0.00,      0.00,      0.00,     21.87,      0.00,     69.23,     48.35,    139.45,     82.09,      9.95,      3.13,      0.63,      0.23,      0.03,      0.00,     96.07,     43.38,     43.34,      0.04,OTT1998.txt-9.day,      0.31,    430.90,     17.12,      0.49,    332.50,     -0.94,      0.12,    111.30,     -0.05,      0.02,    431.31,    -28.68
    1,     10,       0.00,    6749.60,      55.44,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,    4174.66,       0.00,    900.00,      69.23,       0.00,    3207.63,      48.76,       5.37,      82.65,       5.37,    403.70,      -0.99,       0.52,       0.20,       0.04,       0.00,       2.84, OttF14WEST                              ,     901.60,       7.28,      66.16,       1.00,       1.00,    366,      0, 108725.61,   1096.07,    304.82,     69.21,     66.16,    0,     0,   366,      0.00,      0.00,       0.00,       0.00,       0.00,      5.78,      0.00,       0.00,       0.00,       0.00,      0.00,      2.03,    3,   2569.11,      0.00,      0.00,    0,    2,  52713.71,  30477.74,  25534.16,  21567.79,  20847.00,   10,    0,    0,      1.00,      0.00,      0.00,      4.27,      0.60,  135,      1.00,    633.30,     25.35,      1.03,     63.12,   2041.76,    846.45,    818.50,    341.89,    180.46,      0.00,   2079.63,   2095.03,      0.00,      0.00,      0.00,      0.00,     22.54,      0.00,     69.23,     48.76,    140.53,     82.65,      2.84,      4.77,      0.52,      0.20,      0.04,      0.00,     91.01,     49.52,     49.48,      0.05,OTT1999.txt-10.day,      0.31,    489.70,     16.46,      0.42,    257.30,     -3.07,      0.09,    154.60,     -0.04,      0.01,    341.89,    -20.86
    1,     11,       0.00,    6625.75,      46.26,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,    4097.59,       0.00,    900.00,      69.23,       0.00,    3189.84,      48.46,       5.32,      81.80,       5.32,    744.36,      -0.89,       0.25,       0.15,       0.01,       0.00,       7.06, OttF14WEST                              ,     966.70,       6.08,      81.18,       1.00,       1.00,    366,      0, 109615.84,   1052.53,    282.75,     63.10,     81.18,    0,     0,   366,      0.00,      0.00,       0.00,       0.00,       0.00,      5.74,      0.00,       0.00,       0.00,       0.00,      0.00,      2.02,    3,   2555.18,      0.00,      0.00,    0,    2,  53682.88,  30437.58,  25495.39,  21540.41,  20814.06,   10,    0,    0,      1.00,      0.00,      0.00,      0.32,      0.60,  135,      1.00,    606.00,     17.87,      1.03,     63.32,   1793.00,    759.20,    762.73,    498.23,     65.27,      0.00,   2030.81,   2066.78,      0.00,      0.00,      0.00,      0.00,     24.17,      0.00,     69.23,     48.46,    141.86,     81.80,      7.06,      2.45,      0.25,      0.15,      0.01,      0.00,     91.72,     50.14,     50.08,      0.05,OTT2000.txt-11.day,      0.31,    508.60,     15.26,      0.15,    287.90,     -2.73,      0.08,    170.20,     -4.29,      0.02,    498.23,    -10.40
    1,     12,       0.00,    6645.63,    1053.30,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,    4097.30,       0.00,      0.00,       0.00,       0.00,    1564.83,      44.56,       5.44,      85.17,       5.55,  -2222.95,      -1.07,       0.21,       0.17,       0.02,       0.00,       7.39, OttF14WEST                              ,     792.90,       7.60,      81.25,       1.00,       1.00,    366,      0, 107611.34,   1075.11,    267.49,     54.22,     81.25,    0,     0,   319,      0.00,      0.00,       0.00,       0.00,       0.00,      5.69,      0.00,       0.00,       0.00,       0.00,      0.00,      2.07,    3,      0.00,      0.00,      0.00,    0,    2,  39725.55,  39701.16,  28184.62,  21497.86,  20763.02,    0,    0,    0,      1.00,      0.00,      0.00,      0.00,      0.62,    0,      1.00,    606.00,     21.67,      1.03,     63.42,   2045.95,    808.71,    774.12,    345.53,    172.90,      0.00,   2047.18,   2050.13,      0.00,      0.00,      0.00,      0.00,     19.82,      0.00,      0.00,     44.56,     64.39,     85.17,      7.39,      4.84,      0.21,      0.17,      0.02,      0.00,     97.80,    -33.41,    -33.29,     -0.13,OTT2001.txt-12.day,      0.31,    462.70,     16.91,      0.12,    178.80,     -3.54,      0.08,    151.40,      1.40,      0.01,    345.53,      6.58
    1,     13,    3152.25,    1748.93,     874.47,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,      0.00,       0.00,     173.00,    3089.37,      49.36,       0.00,     133.71,       0.00,    180.67,      -1.16,       0.96,       0.68,       0.10,       0.00,      35.12, OttF14WEST                              ,     888.70,       6.92,     218.54,       1.00,       1.00,    296,    155, 107762.08,   1041.24,    217.30,    122.89,    218.54,  197,     0,   252,      1.00,     89.73,      14.52,      14.52,      13.40,      2.88,      0.00,       0.00,       0.00,       0.00,      0.00,    210.94,    3,      0.00,      0.00,      0.00,    0,    0,  39756.29,  39781.77,  28224.03,  21534.53,  20771.31,    1,    0,    0,      1.00,      0.00,      0.00,      0.00,      0.89,  142,      1.00,    460.60,     50.48,      1.04,    146.50,   1780.00,    715.12,    658.93,    473.73,     78.05,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,     22.22,    173.00,      0.00,     49.36,    244.58,    133.71,     35.12,      0.81,      0.96,      0.68,      0.10,      0.00,    171.38,     73.20,     73.21,     -0.00,OTT2002.txt-13.day,      0.31,    553.10,     15.80,      0.31,    243.40,     -1.81,      0.57,     92.20,     -2.70,      0.08,    473.73,      0.00
    1,     14,    1549.03,    1039.96,     519.98,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,      0.00,       0.00,      78.00,    1831.04,      33.50,       0.00,     115.66,       0.00,  -1455.36,      -1.17,       0.43,       0.46,       0.05,       0.00,     122.30, OttF14WEST                              ,     978.20,       5.83,     205.49,       1.00,       1.00,    231,    103, 106432.15,    912.61,    153.60,    115.16,    205.49,  171,     0,   206,      1.00,     70.13,      10.36,      10.36,       8.63,      2.16,      0.00,       0.00,       0.00,       0.00,      0.00,    220.43,    3,      0.00,      0.00,      0.00,    0,    0,  39065.11,  39170.05,  28196.99,  21518.58,  20740.62,    6,    0,    0,      1.00,      0.00,      0.00,      0.00,      0.88,  129,      1.00,    284.60,     28.35,      1.04,    152.23,   1113.70,    492.30,    451.15,    488.01,    193.99,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,     24.46,     78.00,      0.00,     33.50,    135.96,    115.66,    122.30,      1.21,      0.43,      0.46,      0.05,      0.00,    240.11,   -104.16,   -104.17,      0.01,OTT2003.txt-14.day,      0.31,    556.80,     16.18,      0.18,    203.80,     -6.31,      0.15,    217.60,     -1.53,      0.10,    488.01,      0.00
    1,     15,     915.14,    2519.94,     713.98,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,      0.00,       0.00,     112.00,    3509.61,      60.08,       0.00,     176.78,       0.00,    110.52,      -1.10,       0.63,       0.59,       0.06,       0.00,     107.78, OttF14WEST                              ,     901.70,       5.82,     204.72,       1.00,       1.00,    245,    119, 106554.81,    924.49,    155.26,    122.07,    204.72,  178,     0,   226,      1.00,    113.89,      22.81,      22.81,      10.94,      5.10,      0.00,       0.00,       0.00,       0.00,      0.00,    182.17,    3,      0.00,      0.00,      0.00,    0,    0,  39127.28,  39165.33,  28262.20,  21548.61,  20738.92,   57,    0,    0,      1.00,      0.00,      0.00,      0.00,      0.94,  127,      1.00,    293.20,     36.73,      1.04,    201.60,   1380.05,    546.76,    496.63,    407.75,    183.68,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,     22.54,    112.00,      0.00,     60.08,    194.62,    176.78,    107.78,      1.22,      0.63,      0.59,      0.06,      0.00,    287.05,    -92.43,    -92.42,     -0.01,OTT2004.txt-15.day,      0.31,    525.20,     15.70,      0.37,    200.10,     -4.76,      0.18,    176.40,     -3.18,      0.09,    407.75,      0.00
    1,     16,    1627.33,    1175.92,     587.96,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,    869.00,      56.00,      77.00,    2069.41,      37.84,       0.00,     152.38,       0.00,   -471.05,      -1.20,       0.58,       0.50,       0.06,       0.00,     101.24, OttF14WEST                              ,    1007.10,       6.96,     142.35,       0.98,       1.00,    228,    100, 106190.08,    954.48,    166.50,    121.05,    142.35,  171,     0,   206,      1.00,     89.99,      11.70,      11.70,       9.75,      2.46,      0.00,       0.00,       0.00,       0.00,      0.00,    149.89,    3,      0.00,      0.00,      0.00,    0,    0,  38957.26,  39105.57,  28127.25,  21545.24,  20715.75,    6,    0,    0,      1.00,      0.00,      0.00,      0.31,      0.82,  129,      1.00,    291.60,     26.52,      1.05,    219.48,   1213.90,    501.86,    416.02,    551.13,    167.22,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,     25.18,     77.00,     56.00,     37.84,    196.02,    152.38,    101.24,      1.73,      0.58,      0.50,      0.06,      0.00,    256.49,    -60.47,    -60.46,     -0.01,OTT2005.txt-16.day,      0.31,    566.20,     17.08,      0.35,    261.10,     -3.78,      0.15,    179.80,     -2.42,      0.08,    551.13,      0.00
    1,     17,    3609.62,    4392.48,    1098.12,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,       0.00,      0.00,       0.00,     136.00,    4108.56,      65.70,       0.00,     211.06,       0.00,   1130.00,      -1.13,       0.63,       0.62,       0.08,       0.00,      94.64, OttF14WEST                              ,    1112.30,       7.67,     109.75,       0.99,       1.00,    311,    182, 107238.12,    998.34,    303.10,    147.87,    109.75,  186,     0,   242,      1.00,    119.72,      36.42,      36.42,      16.81,      7.10,      0.00,       0.00,       0.00,       0.00,      0.00,     97.96,    3,      0.00,      0.00,      0.00,    0,    0,  39437.99,  39490.04,  28310.08,  21628.83,  20743.05,    1,    0,    0,      1.00,      0.00,      0.00,      0.00,      0.91,  130,      1.00,    672.30,     67.17,      1.05,    231.79,   1763.20,    720.85,    561.33,    528.39,    201.69,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,     27.81,    136.00,      0.00,     65.70,    229.50,    211.06,     94.64,      1.78,      0.63,      0.62,      0.08,      0.00,    308.82,    -79.32,    -79.32,     -0.00,OTT2006.txt-17.day,      0.31,    680.30,     16.01,      0.31,    260.60,     -1.80,      0.27,    171.40,      1.15,      0.04,    528.39,      0.00
